user,tweets,openness,conscientiousness,extraversion,agreeableness,neuroticism
497145453,100668,,,,,
2924224280,64015,,,,,
1484740038,64015,,,,,
2421024865,64015,,,,,
2306464862,64015,,,,,
2586094238,64015,,,,,
2332340406,64015,,,,,
1602852614,64015,,,,,
88164343,64015,,,,,
2851626845,64015,,,,,
324481619,64015,,,,,
2336388023,64015,,,,,
388009236,64015,,,,,
2595995856,64015,,,,,
2252314255,64015,,,,,
3048871293,64015,,,,,
2587789764,64015,,,,,
1589692776,64015,,,,,
176981297,64015,,,,,
2361533634,64015,,,,,
2267831660,64015,,,,,
1266803563,64015,,,,,
2559333156,64015,,,,,
2327706649,64015,,,,,
2362771358,64015,,,,,
2841269945,64015,,,,,
180365358,64015,,,,,
631133874,64015,,,,,
1606906374,64015,,,,,
253142088,64015,,,,,
37402072,64015,,,,,
1544159024,64015,,,,,
2485811094,64015,,,,,
870560696,64015,,,,,
2810074439,64015,,,,,
485013829,64015,,,,,
28918980,64015,,,,,
64928068,64015,,,,,
211252248,64015,,,,,
2654767718,64015,,,,,
467866396,64015,,,,,
1205532768,64015,,,,,
459921054,64015,,,,,
1606472113,64015,,,,,
317680173,64015,,,,,
349636885,64015,,,,,
2471647363,64015,,,,,
284534859,64015,,,,,
54988729,64015,,,,,
941509892,64015,,,,,
1898258479,64015,,,,,
2842684723,64015,,,,,
70626091,64015,,,,,
196929096,64015,,,,,
1939107337,64015,,,,,
121262614,64015,,,,,
2365967174,64015,,,,,
2469678714,64015,,,,,
1063076700,64015,,,,,
129720313,64015,,,,,
61366106,64015,,,,,
3011564853,64015,,,,,
1440534188,64015,,,,,
2273469763,64015,,,,,
1166383453,64015,,,,,
56266341,64015,,,,,
207203414,64015,,,,,
416661318,64015,,,,,
1230267290,64015,,,,,
786726854,64015,,,,,
1957224986,64015,,,,,
199324673,64015,,,,,
1408370630,64015,,,,,
1198355605,64015,,,,,
2543131938,64015,,,,,
2753892930,64015,,,,,
2491107368,64015,,,,,
759953168,64015,,,,,
606798932,64015,,,,,
91316071,64015,,,,,
2651294322,64015,,,,,
2571483007,64015,,,,,
150476715,64015,,,,,
2831420532,64015,,,,,
303766706,64015,,,,,
1329515774,64015,,,,,
429695311,64015,,,,,
1292112487,64015,,,,,
70291924,64015,,,,,
28620145,64015,,,,,
2410453038,64015,,,,,
2776752523,64015,,,,,
737628036,64015,,,,,
249818911,64015,,,,,
128246428,64015,,,,,
1409839502,64015,,,,,
2303579457,64015,,,,,
1562535186,64015,,,,,
276980607,64015,,,,,
222502863,64015,,,,,
823295426,64015,,,,,
148187914,64015,,,,,
2967130770,64015,,,,,
129940028,64015,,,,,
342861797,64015,,,,,
53932318,64015,,,,,
2979880064,64015,,,,,
250248914,64015,,,,,
2469711541,64015,,,,,
1396149025,64015,,,,,
94153269,64015,,,,,
2244876562,64015,,,,,
15519381,64015,,,,,
17412990,64015,,,,,
321848592,64015,,,,,
110827861,64015,,,,,
2377573225,64015,,,,,
64255428,64015,,,,,
227423290,64015,,,,,
168762831,64015,,,,,
55218049,64015,,,,,
21021175,64015,,,,,
299255869,64015,,,,,
1226740093,64015,,,,,
55540658,64015,,,,,
2923178940,64015,,,,,
53969028,64015,,,,,
2868936190,64015,,,,,
628765849,64015,,,,,
387735958,64015,,,,,
1283076512,64015,,,,,
2617516549,64015,,,,,
300783878,64015,,,,,
3144822634,64015,,,,,
93619360,64015,,,,,
1562093227,64015,,,,,
2569856559,64015,,,,,
255184064,64015,,,,,
160742963,64015,,,,,
2259229658,64015,,,,,
2847059290,64015,,,,,
1409861966,64015,,,,,
2618738027,64015,,,,,
60452453,64015,,,,,
62427859,64015,,,,,
1222784562,64015,,,,,
160752876,64015,,,,,
1076217985,64015,,,,,
548912865,64015,,,,,
24761830,64015,,,,,
70194826,64015,,,,,
2960014897,64015,,,,,
461002257,64015,,,,,
160874621,64015,,,,,
127382759,64015,,,,,
2935878231,64015,,,,,
608474726,64015,,,,,
2944262179,64015,,,,,
3048544857,64015,,,,,
129594482,64015,,,,,
228300826,64015,,,,,
528920783,64015,,,,,
1961234798,64015,,,,,
2425835000,64015,,,,,
294072389,64015,,,,,
2442887570,64015,,,,,
2785101885,64015,,,,,
1326263827,64015,,,,,
608345352,64015,,,,,
370243534,64015,,,,,
186478529,64015,,,,,
1011811424,64015,,,,,
1414684496,64015,,,,,
421095102,64015,,,,,
115110145,64015,,,,,
57976284,64015,,,,,
1369914391,64015,,,,,
312913788,64015,,,,,
46081197,64015,,,,,
2186596872,64015,,,,,
55823412,64015,,,,,
14303901,64015,,,,,
152350498,64015,,,,,
1680688580,64015,,,,,
322163041,64015,,,,,
368735686,64015,,,,,
717198402,64015,,,,,
1060998578,64015,,,,,
325074587,64015,,,,,
21248584,64015,,,,,
2772273504,64015,,,,,
517422170,64015,,,,,
2961340863,64015,,,,,
1058790439,64015,,,,,
1220001044,64015,,,,,
161284233,64015,,,,,
503606762,64015,,,,,
2305634114,64015,,,,,
1910034458,64015,,,,,
819222966,64015,,,,,
2391379874,64015,,,,,
2728485897,64015,,,,,
1408418168,64015,,,,,
1962551412,64015,,,,,
351630990,64015,,,,,
2907248140,64015,,,,,
23880967,64015,,,,,
494458165,64015,,,,,
733961780,64015,,,,,
2874146911,64015,,,,,
827991913,64015,,,,,
